#separator:tab
#html:false
#notetype:N3 Vocab (drip)
#columns:Word	WordFurigana	Reading	Meaning	PartOfSpeech	Type	Sentence1	Sentence1EN	Sentence2	Sentence2EN	Sentence3	Sentence3EN	Note	Tags
#tags column:14
塗る	塗[ぬ]る	ぬる	to paint; to apply (cream, medicine)	v5 transitive	verb	壁[かべ]を 白[しろ]く 塗[ぬ]った。	We painted the wall white.	虫[むし]に 刺[さ]されたところに 薬[くすり]を 塗[ぬ]った。	I applied medicine where the insect bit me.	パンにバターを 塗[ぬ]って 食[た]べる。	I spread butter on bread and eat it.	Paint, cream, butter — one verb. 薬を塗る vs 薬を飲む: apply vs take.	N3::day13 verb
畳む	畳[たた]む	たたむ	to fold (clothes, futon); to close (business)	v5 transitive	verb	洗濯物[せんたくもの]を 畳[たた]んでしまった。	I folded the laundry and put it away.	布団[ふとん]を 畳[たた]んで 押[お]し 入[い]れに 入[い]れる。	I fold the futon and put it in the closet.	祖父[そふ]は 去年[きょねん]、 店[みせ]を 畳[たた]んだ。	My grandfather closed his shop last year.	Same kanji as 畳 (たたみ, tatami mat). 店を畳む = close a business for good.	N3::day13 verb
重ねる	重[かさ]ねる	かさねる	to pile up; to repeat (efforts)	v1 transitive	verb	お 皿[さら]を 重[かさ]ねて 棚[たな]にしまった。	I stacked the plates and put them in the cupboard.	彼[かれ]は 努力[どりょく]を 重[かさ]ねて、 夢[ゆめ]をかなえた。	He piled effort on effort and realized his dream.	失敗[しっぱい]を 重[かさ]ねるたびに、 人[ひと]は 強[つよ]くなる。	Each time failures pile up, people grow stronger.	努力を重ねる, 経験を重ねる = accumulate — reading-passage favourite. 年を重ねる = age.	N3::day13 verb
重なる	重[かさ]なる	かさなる	to overlap; to coincide	v5 intransitive	verb	今週[こんしゅう]は 予定[よてい]が 重[かさ]なって 忙[いそが]しい。	This week my plans overlap and I am busy.	会議[かいぎ]と 面接[めんせつ]の 時間[じかん]が 重[かさ]なってしまった。	The meeting and the interview ended up at the same time.	不運[ふうん]が 重[かさ]なって、 大変[たいへん]な 一年[いちねん]だった。	Misfortunes piled up — it was a hard year.	Schedule conflicts = 予定が重なる. Pair: 重ねる (vt).	N3::day13 verb
積む	積[つ]む	つむ	to pile up; to load; to accumulate (experience)	v5 transitive	verb	トラックに 荷物[にもつ]を 積[つ]んだ。	We loaded the truck with cargo.	海外[かいがい]で 経験[けいけん]を 積[つ]みたい。	I want to build up experience overseas.	机[つくえ]の 上[うえ]に 本[ほん]が 積[つ]んである。	Books are piled on the desk.	経験を積む = the resume verb. 積んである = stacked (てある state).	N3::day13 verb
積もる	積[つ]もる	つもる	to pile up (snow, dust)	v5 intransitive	verb	一晩[ひとばん]で 雪[ゆき]が 二十[にじゅう]センチ 積[つ]もった。	Twenty centimeters of snow piled up overnight.	机[つくえ]の 上[うえ]にほこりが 積[つ]もっている。	Dust has collected on the desk.	積[つ]もる 話[はなし]もあるし、 今度[こんど]ゆっくり 会[あ]おう。	We have a lot to catch up on — let us meet properly sometime.	雪が積もる = the weather-news phrase. 積もる話 = much to catch up on.	N3::day13 verb
叩く	叩[たた]く	たたく	to hit; to knock; to clap	v5 transitive	verb	ドアを 叩[たた]く 音[おと]がした。	There was a knocking sound at the door.	彼[かれ]は 私[わたし]の 肩[かた]を 軽[かる]く 叩[たた]いた。	He tapped me lightly on the shoulder.	太鼓[たいこ]を 叩[たた]く 祭[まつ]りを 見[み]に 行[い]った。	I went to see a festival with drum beating.	Knock, tap, drum, clap (手を叩く). Usually written たたく in kana.	N3::day13 verb
抑える	抑[おさ]える	おさえる	to suppress; to keep down (costs, feelings)	v1 transitive	verb	彼[かれ]は 怒[いか]りを 抑[おさ]えて、 冷静[れいせい]に 話[はな]した。	He suppressed his anger and spoke calmly.	今月[こんげつ]は 食費[しょくひ]を 抑[おさ]えたい。	I want to keep food costs down this month.	この 薬[くすり]は 痛[いた]みを 抑[おさ]える 効果[こうか]がある。	This medicine has the effect of suppressing pain.	Emotions, costs, pain. Homophone 押さえる = hold down physically — kanji-section trap.	N3::day13 verb
引っ張る	引[ひ]っ 張[ぱ]る	ひっぱる	to pull; to drag	v5 transitive	verb	そんなに 強[つよ]く 引[ひ]っ 張[ぱ]らないで。	Do not pull so hard.	犬[いぬ]がリードを 引[ひ]っ 張[ぱ]って 歩[ある]きたがる。	The dog pulls on the leash, wanting to walk.	彼女[かのじょ]がチームを 引[ひ]っ 張[ぱ]っている。	She is pulling the team along (leading it).	チームを引っ張る = carry/lead the team. Opposite: 押す (push).	N3::day13 verb
取り替える	取[と]り 替[か]える	とりかえる	to replace; to exchange	v1 transitive	verb	電池[でんち]を 新[あたら]しいのと 取[と]り 替[か]えた。	I replaced the batteries with new ones.	電球[でんきゅう]が 切[き]れたので 取[と]り 替[か]えなければならない。	The light bulb burned out, so it has to be replaced.	サイズが 合[あ]わない 場合[ばあい]は 取[と]り 替[か]えられますか。	If the size does not fit, can it be exchanged?	交換する = formal version. Store word for exchanges.	N3::day13 verb
戻す	戻[もど]す	もどす	to return (something); to put back	v5 transitive	verb	使[つか]った 物[もの]は 元[もと]の 場所[ばしょ]に 戻[もど]してください。	Please put things back where they were.	読[よ]み 終[お]わった 本[ほん]を 棚[たな]に 戻[もど]した。	I returned the book I finished to the shelf.	話[はなし]を 元[もと]に 戻[もど]しましょう。	Let us get back to the topic.	Pair: 戻る (vi, N4) ↔ 戻す (vt). 話を戻す = get back on topic (meeting phrase).	N3::day13 verb
つながる	つながる	つながる	to be connected; to lead to	v5 intransitive	verb	インターネットがつながらない。	The internet will not connect.	この 道[みち]は 高速[こうそく] 道路[どうろ]につながっている。	This road connects to the expressway.	毎日[まいにち]の 練習[れんしゅう]が 合格[ごうかく]につながる。	Daily practice leads to passing.	Wifi, phones, roads, and cause-effect (〜につながる). Kanji 繋がる exists but kana is normal.	N3::day13 verb
広がる	広[ひろ]がる	ひろがる	to spread; to widen	v5 intransitive	verb	うわさはすぐに 広[ひろ]がった。	The rumor spread quickly.	窓[まど]の 外[そと]には 海[うみ]が 広[ひろ]がっていた。	Outside the window, the sea stretched out.	火事[かじ]は 隣[となり]の 建物[たてもの]に 広[ひろ]がった。	The fire spread to the neighboring building.	News, fire, scenery. Pair: 広げる (vt).	N3::day13 verb
広げる	広[ひろ]げる	ひろげる	to spread out; to widen; to expand	v1 transitive	verb	机[つくえ]の 上[うえ]に 地図[ちず]を 広[ひろ]げた。	I spread the map out on the desk.	会社[かいしゃ]は 海外[かいがい]に 事業[じぎょう]を 広[ひろ]げている。	The company is expanding its business overseas.	視野[しや]を 広[ひろ]げるために 留学[りゅうがく]したい。	I want to study abroad to broaden my horizons.	視野を広げる = broaden one's outlook — essay favourite.	N3::day13 verb
向ける	向[む]ける	むける	to turn toward; to aim at	v1 transitive	verb	カメラをこちらに 向[む]けないでください。	Please do not point the camera this way.	彼[かれ]は 私[わたし]に 背中[せなか]を 向[む]けた。	He turned his back to me.	これは 初心者[しょしんしゃ] 向[む]けの 本[ほん]です。	This is a book aimed at beginners.	N向け = intended for N (子ども向け, 輸出向け) — appears in reading questions.	N3::day13 verb
政府	政府[せいふ]	せいふ	government	noun	noun	政府[せいふ]は 新[あたら]しい 政策[せいさく]を 発表[はっぴょう]した。	The government announced a new policy.	政府[せいふ]の 調査[ちょうさ]によると、 人口[じんこう]は 減[へ]り 続[つづ]けている。	According to a government survey, the population keeps decreasing.	国民[こくみん]は 政府[せいふ]に 説明[せつめい]を 求[もと]めた。	The people demanded an explanation from the government.	News cluster: 政府・政治・政策. 国 = the country (casual equivalent).	N3::day14 noun
地域	地域[ちいき]	ちいき	area; region; community	noun	noun	この 地域[ちいき]は 雪[ゆき]が 多[おお]い。	This region gets a lot of snow.	地域[ちいき]の 人々[ひとびと]と 交流[こうりゅう]する 祭[まつ]りがある。	There is a festival for mingling with people of the community.	住[す]む 地域[ちいき]によって、ごみの 出[だ]し 方[かた]が 違[ちが]う。	How you put out garbage differs by the area you live in.	地域 = local area/community; 地方 = region vs the capital. Next word contrasts.	N3::day14 noun
地方	地方[ちほう]	ちほう	region; the provinces (vs Tokyo)	noun	noun	東北[とうほく] 地方[ちほう]では 大雪[おおゆき]のおそれがあります。	There is a risk of heavy snow in the Tohoku region.	彼[かれ]は 地方[ちほう] 出身[しゅっしん]で、 東京[とうきょう]の 大学[だいがく]に 入[はい]った。	He is from the provinces and entered a university in Tokyo.	地方[ちほう]の 人口[じんこう] 減少[げんしょう]が 進[すす]んでいる。	Population decline in rural regions is advancing.	Two senses: geographic block (関東地方) and countryside vs Tokyo. Weather forecasts use the first.	N3::day14 noun
都市	都市[とし]	とし	city (large)	noun	noun	東京[とうきょう]は 世界[せかい] 有数[ゆうすう]の 大都市[だいとし]だ。	Tokyo is one of the world's major big cities.	都市[とし]の 生活[せいかつ]は 便利[べんり]だが、 家賃[やちん]が 高[たか]い。	City life is convenient, but rent is high.	若者[わかもの]は 仕事[しごと]を 求[もと]めて 都市[とし]に 集[あつ]まる。	Young people gather in cities seeking work.	都市 = formal city (written); 町/都会 = everyday words. 都市部 ↔ 地方.	N3::day14 noun
渋滞	渋滞[じゅうたい]	じゅうたい	traffic jam	noun / suru-verb	noun	事故[じこ]で 道路[どうろ]が 渋滞[じゅうたい]している。	The road is jammed because of an accident.	連休[れんきゅう]は 高速[こうそく] 道路[どうろ]の 渋滞[じゅうたい]がひどい。	During long weekends, expressway traffic jams are terrible.	渋滞[じゅうたい]を 避[さ]けて、 朝[あさ] 早[はや]く 出発[しゅっぱつ]した。	We left early in the morning to avoid the traffic.	Radio-traffic-report word. 混雑 (こんざつ) = crowding (people); 渋滞 = vehicles.	N3::day14 noun
災害	災害[さいがい]	さいがい	disaster	noun	noun	日本[にほん]は 自然[しぜん] 災害[さいがい]が 多[おお]い 国[くに]だ。	Japan is a country with many natural disasters.	災害[さいがい]に 備[そな]えて、 水[みず]と 食料[しょくりょう]を 用意[ようい]している。	I keep water and food ready in case of disaster.	災害[さいがい] 時[じ]の 連絡[れんらく] 方法[ほうほう]を 家族[かぞく]で 決[き]めておこう。	Decide with your family how to contact each other in a disaster.	Preparedness Japanese: 〜に備える = prepare for. 防災 = disaster prevention.	N3::day14 noun
被害	被害[ひがい]	ひがい	damage; harm (suffered)	noun	noun	台風[たいふう]による 被害[ひがい]が 各地[かくち]で 出[で]ている。	Typhoon damage is occurring in various places.	幸[さいわ]い、 大[おお]きな 被害[ひがい]はなかった。	Fortunately, there was no major damage.	詐欺[さぎ]の 被害[ひがい]に 遭[あ]わないように 気[き]をつけて。	Be careful not to fall victim to scams.	被害に遭う = suffer damage/be victimized. 被害者 = victim. News staple.	N3::day14 noun
犯罪	犯罪[はんざい]	はんざい	crime	noun	noun	この 町[まち]は 犯罪[はんざい]が 少[すく]なくて 安全[あんぜん]だ。	This town has little crime and is safe.	インターネットを 使[つか]った 犯罪[はんざい]が 増[ふ]えている。	Crimes using the internet are increasing.	犯罪[はんざい]を 防[ふせ]ぐために、カメラが 設置[せっち]された。	Cameras were installed to prevent crime.	防犯カメラ = security camera. 罪 (つみ) = sin/offense.	N3::day14 noun
犯人	犯人[はんにん]	はんにん	culprit; perpetrator	noun	noun	警察[けいさつ]は 犯人[はんにん]を 追[お]っている。	The police are chasing the culprit.	犯人[はんにん]はまだ 捕[つか]まっていない。	The culprit has not been caught yet.	ドラマの 犯人[はんにん]が 最後[さいご]まで 分[わ]からなかった。	I could not tell who the culprit in the drama was until the end.	捕まる (vi) = get caught; 捕まえる (vt) = catch. Mystery-drama vocabulary.	N3::day14 noun
貿易	貿易[ぼうえき]	ぼうえき	trade (international)	noun / suru-verb	noun	日本[にほん]は 多[おお]くの 国[くに]と 貿易[ぼうえき]を 行[おこな]っている。	Japan conducts trade with many countries.	貿易[ぼうえき] 会社[がいしゃ]で 働[はたら]きたい。	I want to work at a trading company.	両国[りょうこく]の 貿易[ぼうえき] 関係[かんけい]は 深[ふか]まっている。	Trade relations between the two countries are deepening.	Umbrella for 輸出＋輸入 (batch 2). 貿易会社 = trading company (many in Tokyo).	N3::day14 noun
産業	産業[さんぎょう]	さんぎょう	industry	noun	noun	この 国[くに]の 主[おも]な 産業[さんぎょう]は 観光[かんこう]だ。	This country's main industry is tourism.	IT 産業[さんぎょう]は 急速[きゅうそく]に 成長[せいちょう]している。	The IT industry is growing rapidly.	自動車[じどうしゃ] 産業[さんぎょう]は 多[おお]くの 人[ひと]を 雇[やと]っている。	The auto industry employs many people.	Suffix pattern: 観光産業, IT産業. 工業 = manufacturing specifically.	N3::day14 noun
農業	農業[のうぎょう]	のうぎょう	agriculture; farming	noun	noun	祖父母[そふぼ]は 田舎[いなか]で 農業[のうぎょう]をしている。	My grandparents farm in the countryside.	農業[のうぎょう]を 始[はじ]める 若者[わかもの]が 少[すこ]しずつ 増[ふ]えている。	Young people taking up farming are slowly increasing.	この 地域[ちいき]は 農業[のうぎょう]が 盛[さか]んだ。	Agriculture thrives in this region.	Family: 農家 = farm household, 農産物 = farm products.	N3::day14 noun
工事	工事[こうじ]	こうじ	construction work	noun / suru-verb	noun	家[いえ]の 前[まえ]の 道[みち]が 工事[こうじ] 中[ちゅう]だ。	The road in front of my house is under construction.	工事[こうじ]の 音[おと]がうるさくて 眠[ねむ]れない。	The construction noise is so loud I cannot sleep.	駅[えき]の 工事[こうじ]は 来月[らいげつ] 終[お]わる 予定[よてい]です。	The station construction is scheduled to finish next month.	工事中 = under construction — the sign you walk past daily. 建設 = large-scale construction (formal).	N3::day14 noun
制限	制限[せいげん]	せいげん	limit; restriction	noun / suru-verb	noun	この 道路[どうろ]の 速度[そくど] 制限[せいげん]は 四十[よんじゅう]キロだ。	The speed limit on this road is 40 kph.	時間[じかん] 制限[せいげん]があるので、 急[いそ]ぎましょう。	There is a time limit, so let us hurry.	医者[いしゃ]に 塩分[えんぶん]を 制限[せいげん]するように 言[い]われた。	The doctor told me to restrict my salt intake.	Suffix: 速度制限, 年齢制限, 時間制限. 限る (272) is the native verb.	N3::day14 noun
観察	観察[かんさつ]	かんさつ	observation	noun / suru-verb	noun	夏休[なつやす]みに 朝顔[あさがお]の 観察[かんさつ] 日記[にっき]をつけた。	During summer vacation, I kept an observation diary of morning glories.	鳥[とり]の 行動[こうどう]を 観察[かんさつ]するのが 好[す]きだ。	I like observing birds' behavior.	彼[かれ]は 人[ひと]をよく 観察[かんさつ]している。	He observes people closely.	Science-class word. 観察力 = observational skill.	N3::day14 noun
発達	発達[はったつ]	はったつ	development (abilities, technology, weather systems)	noun / suru-verb	noun	科学[かがく] 技術[ぎじゅつ]の 発達[はったつ]で、 生活[せいかつ]は 便利[べんり]になった。	Life has become convenient with the development of science and technology.	子[こ]どもの 言葉[ことば]の 発達[はったつ]には 個人[こじん] 差[さ]がある。	There are individual differences in children's language development.	台風[たいふう]が 発達[はったつ]しながら 北[きた]に 進[すす]んでいる。	The typhoon is moving north while strengthening.	発達 = growth of abilities/systems; 発展 (batch 2) = expansion in scale. Typhoons 発達する — weather-news word.	N3::day14 noun
事情	事情[じじょう]	じじょう	circumstances; reasons	noun	noun	家庭[かてい]の 事情[じじょう]で、 会社[かいしゃ]を 辞[や]めることになった。	Due to family circumstances, I ended up leaving the company.	何[なに]か 事情[じじょう]がありそうだね。	It looks like there is some reason behind this.	国[くに]によって 事情[じじょう]が 違[ちが]う。	Circumstances differ by country.	家庭の事情で = polite vague excuse — very useful. 都合 = convenience; 事情 = background circumstances.	N3::day14 noun
感覚	感覚[かんかく]	かんかく	sense; sensation; feeling	noun	noun	寒[さむ]さで 指[ゆび]の 感覚[かんかく]がなくなった。	My fingers went numb from the cold.	彼[かれ]は 言葉[ことば]の 感覚[かんかく]がいい。	He has a good feel for language.	若[わか]い 人[ひと]の 感覚[かんかく]では、それは 普通[ふつう]のことらしい。	By young people's sensibilities, that is apparently normal.	Physical sensation and intuitive sense. 感覚がない = numb.	N3::day14 noun
希望	希望[きぼう]	きぼう	hope; wish; request	noun / suru-verb	noun	希望[きぼう]を 捨[す]てずに 頑張[がんば]ろう。	Let us keep going without abandoning hope.	参加[さんか]を 希望[きぼう]する 方[かた]は、ご 連絡[れんらく]ください。	Those who wish to participate, please contact us.	第一[だいいち] 希望[きぼう]の 会社[かいしゃ]から 内定[ないてい]をもらった。	I got an offer from my first-choice company.	Forms ask ご希望 = your preference. 第一希望 = first choice (job/school hunting).	N3::day14 noun
飽きる	飽[あ]きる	あきる	to get tired of; to get bored with	v1 intransitive	verb	毎日[まいにち] 同[おな]じ 弁当[べんとう]で、さすがに 飽[あ]きた。	The same lunch every day — I am finally sick of it.	このゲームは 何時間[なんじかん]やっても 飽[あ]きない。	No matter how many hours I play this game, I do not get bored.	彼[かれ]は 飽[あ]きっぽくて、 何[なに]をしても 続[つづ]かない。	He gets bored easily and never sticks with anything.	Takes に. 飽きっぽい = quick to lose interest. V-stem＋飽きる: 食べ飽きた.	N3::day14 verb
酔う	酔[よ]う	よう	to get drunk; to get motion sickness	v5 intransitive	verb	彼[かれ]はビール 一杯[いっぱい]で 酔[よ]ってしまう。	He gets drunk on a single beer.	バスに 酔[よ]いやすいので、 前[まえ]の 席[せき]に 座[すわ]る。	I get carsick easily, so I sit in the front seat.	昨日[きのう]は 酔[よ]って、 終電[しゅうでん]を 逃[のが]した。	Yesterday I got drunk and missed the last train.	One verb for alcohol and motion sickness. 酔っ払い = a drunk. 二日酔い = hangover.	N3::day14 verb
訪れる	訪[おとず]れる	おとずれる	to visit; (season) to arrive (written)	v1 transitive/intransitive	verb	毎年[まいとし]、 多[おお]くの 観光客[かんこうきゃく]が 京都[きょうと]を 訪[おとず]れる。	Every year, many tourists visit Kyoto.	この 町[まち]にも、ようやく 春[はる]が 訪[おとず]れた。	Spring has finally arrived in this town too.	チャンスは 突然[とつぜん] 訪[おとず]れる。	Opportunity arrives suddenly.	Written word — news and essays. Spoken: 訪ねる／行く. Seasons and chances 訪れる.	N3::day14 verb
不安	不安[ふあん]	ふあん	anxious; uneasy	na-adjective / noun	adj	初[はじ]めての 一人[ひとり] 暮[ぐ]らしで、 不安[ふあん]なことが 多[おお]い。	Living alone for the first time, there is much to feel anxious about.	試験[しけん]の 結果[けっか]が 不安[ふあん]で 眠[ねむ]れなかった。	I was so anxious about the exam results I could not sleep.	将来[しょうらい]に 不安[ふあん]を 感[かん]じる 若者[わかもの]が 増[ふ]えている。	More young people feel anxiety about the future.	Opposite: 安心. 不安がる = show anxiety (about others).	N3::day14 adj
可能	可能[かのう]	かのう	possible	na-adjective / noun	adj	インターネットがあれば、 家[いえ]で 仕事[しごと]をすることも 可能[かのう]だ。	With the internet, working from home is also possible.	予約[よやく]の 変更[へんこう]は 前日[ぜんじつ]まで 可能[かのう]です。	Reservation changes are possible until the day before.	彼[かれ]が 合格[ごうかく]する 可能[かのう] 性[せい]は 高[たか]い。	The possibility of him passing is high.	可能性 = possibility — N3 reading/listening constant. Opposite: 不可能.	N3::day14 adj
確実	確実[かくじつ]	かくじつ	certain; reliable	na-adjective	adj	この 方法[ほうほう]なら 確実[かくじつ]に 覚[おぼ]えられる。	With this method you can memorize reliably.	彼女[かのじょ]の 合格[ごうかく]はほぼ 確実[かくじつ]だ。	Her passing is almost certain.	急[いそ]ぐより、 確実[かくじつ]な 方法[ほうほう]を 選[えら]ぼう。	Rather than rushing, let us choose the reliable method.	確実に = without fail/steadily. 確か (batch 2) = if I recall; 確実 = guaranteed.	N3::day14 adj
番組	番組[ばんぐみ]	ばんぐみ	(TV/radio) program	noun	noun	毎週[まいしゅう] 見[み]ている 番組[ばんぐみ]がある。	There is a program I watch every week.	料理[りょうり] 番組[ばんぐみ]を 見[み]て、レシピを 覚[おぼ]えた。	I learned the recipe from a cooking show.	その 番組[ばんぐみ]は 子[こ]どもに 人気[にんき]がある。	That program is popular with children.	Suffix use: 料理番組, ニュース番組. Listening section loves TV/radio contexts.	N3::day15 noun
広告	広告[こうこく]	こうこく	advertisement	noun / suru-verb	noun	電車[でんしゃ]の 中[なか]は 広告[こうこく]だらけだ。	The inside of the train is covered in ads.	新聞[しんぶん]に 求人[きゅうじん] 広告[こうこく]が 出[で]ていた。	There was a job ad in the newspaper.	広告[こうこく]を 見[み]て、この 店[みせ]に 来[き]ました。	I came to this shop after seeing the ad.	広告 = the ad itself; 宣伝 = the promoting activity (next word).	N3::day15 noun
宣伝	宣伝[せんでん]	せんでん	publicity; promotion	noun / suru-verb	noun	新[あたら]しい 商品[しょうひん]をテレビで 宣伝[せんでん]している。	They are promoting the new product on TV.	SNSで 店[みせ]の 宣伝[せんでん]をしている。	I promote my shop on social media.	宣伝[せんでん]ほど 良[よ]い 商品[しょうひん]ではなかった。	The product was not as good as the hype.	宣伝する = to promote. 広告 = an ad (thing); 宣伝 = promotion (act).	N3::day15 noun
伝統	伝統[でんとう]	でんとう	tradition	noun	noun	この 祭[まつ]りには 三百年[さんびゃくねん]の 伝統[でんとう]がある。	This festival has a 300-year tradition.	伝統[でんとう] 的[てき]な 日本[にほん] 料理[りょうり]を 習[なら]いたい。	I want to learn traditional Japanese cooking.	若[わか]い 世代[せだい]が 伝統[でんとう]を 守[まも]っている。	The young generation is preserving the tradition.	伝統的な＋N is the common form. 文化 pairs with it: 伝統文化.	N3::day15 noun
宗教	宗教[しゅうきょう]	しゅうきょう	religion	noun	noun	世界[せかい]には 様々[さまざま]な 宗教[しゅうきょう]がある。	There are various religions in the world.	宗教[しゅうきょう]によって 食[た]べられない 物[もの]がある 人[ひと]もいる。	Some people cannot eat certain things due to religion.	日本人[にほんじん]は 宗教[しゅうきょう]に 対[たい]する 考[かんが]え 方[かた]が 独特[どくとく]だと 言[い]われる。	Japanese attitudes toward religion are said to be unique.	Reading-passage word for culture topics. 信じる (batch 1) pairs: 宗教を信じる.	N3::day15 noun
芸術	芸術[げいじゅつ]	げいじゅつ	art; the arts	noun	noun	秋[あき]は 芸術[げいじゅつ]の 季節[きせつ]と 言[い]われる。	Autumn is called the season of art.	彼女[かのじょ]は 芸術[げいじゅつ] 的[てき]な 才能[さいのう]がある。	She has artistic talent.	この 建物[たてもの]は 芸術[げいじゅつ] 作品[さくひん]のようだ。	This building is like a work of art.	芸術の秋 = set autumn phrase. 美術 = fine art (museums); 芸術 = art broadly.	N3::day15 noun
気候	気候[きこう]	きこう	climate	noun	noun	日本[にほん]の 気候[きこう]は 四季[しき]がはっきりしている。	Japan's climate has four distinct seasons.	この 地域[ちいき]は 一年中[いちねんじゅう] 温暖[おんだん]な 気候[きこう]だ。	This region has a warm climate all year round.	気候[きこう]の 変化[へんか]が 農業[のうぎょう]に 影響[えいきょう]を 与[あた]えている。	Climate change is affecting agriculture.	気候 = climate (long-term); 天気 = weather (today); 天候 = weather conditions (formal).	N3::day15 noun
気温	気温[きおん]	きおん	(air) temperature	noun	noun	今日[きょう]の 最高[さいこう] 気温[きおん]は 三十五度[さんじゅうごど]だそうだ。	Today's high is apparently 35 degrees.	朝[あさ]と 昼[ひる]の 気温[きおん] 差[さ]が 大[おお]きい。	The temperature difference between morning and noon is large.	気温[きおん]が 下[さ]がって、 秋[あき]らしくなってきた。	The temperature has dropped and it is feeling like autumn.	Weather-forecast vocabulary: 最高気温/最低気温. 温度 = temperature of things (next).	N3::day15 noun
温度	温度[おんど]	おんど	temperature (of things)	noun	noun	エアコンの 温度[おんど]を 下[さ]げてもいいですか。	May I lower the air conditioner temperature?	お 風呂[ふろ]の 温度[おんど]は 四十度[よんじゅうど]ぐらいがいい。	Around 40 degrees is good for bath temperature.	この 料理[りょうり]は 温度[おんど] 管理[かんり]が 難[むずか]しい。	Temperature control is difficult for this dish.	気温 = outdoor air; 温度 = things (bath, aircon, oven); 体温 = body temperature.	N3::day15 noun
地球	地球[ちきゅう]	ちきゅう	the Earth	noun	noun	地球[ちきゅう]は 太陽[たいよう]の 周[まわ]りを 回[まわ]っている。	The Earth revolves around the sun.	地球[ちきゅう] 温暖[おんだん] 化[か]は 世界[せかい] 共通[きょうつう]の 課題[かだい]だ。	Global warming is a challenge common to the whole world.	地球[ちきゅう]にやさしい 生活[せいかつ]を 心[こころ]がけよう。	Let us try to live in an earth-friendly way.	地球温暖化 = global warming — environment-passage constant. 〜にやさしい = friendly to.	N3::day15 noun
手術	手術[しゅじゅつ]	しゅじゅつ	surgery; operation	noun / suru-verb	noun	父[ちち]は 来週[らいしゅう]、 目[め]の 手術[しゅじゅつ]を 受[う]ける。	My father will have eye surgery next week.	手術[しゅじゅつ]は 三時間[さんじかん]かかった。	The surgery took three hours.	手術[しゅじゅつ]の 後[あと]、 回復[かいふく]は 順調[じゅんちょう]です。	After the operation, recovery is going smoothly.	手術を受ける = undergo surgery (patient side). Hard reading: しゅじゅつ — pronunciation question bait.	N3::day15 noun
合計	合計[ごうけい]	ごうけい	total; sum	noun / suru-verb	noun	合計[ごうけい]で 五千円[ごせんえん]になります。	The total comes to 5,000 yen.	三回[さんかい]の 試験[しけん]の 点数[てんすう]を 合計[ごうけい]した。	I totaled the scores of the three tests.	参加者[さんかしゃ]は 合計[ごうけい] 百人[ひゃくにん]を 超[こ]えた。	Participants totaled over one hundred.	Register phrase: 合計で〜円になります. 計 alone also = total on receipts.	N3::day15 noun
区別	区別[くべつ]	くべつ	distinction; telling apart	noun / suru-verb	noun	この 二[ふた]つの 漢字[かんじ]の 区別[くべつ]が 難[むずか]しい。	Telling these two kanji apart is difficult.	夢[ゆめ]と 現実[げんじつ]の 区別[くべつ]がつかなくなった。	I could no longer tell dream from reality.	仕事[しごと]とプライベートを 区別[くべつ]している。	I keep work and private life separate.	区別がつかない = cannot tell apart — use it for your homophone pairs. 差別 = discrimination (different!).	N3::day15 noun
細かい	細[こま]かい	こまかい	fine; detailed; small (money)	i-adjective	adj	細[こま]かい 字[じ]が 読[よ]みにくくなってきた。	Fine print has become hard to read.	細[こま]かいことは 後[あと]で 決[き]めましょう。	Let us decide the details later.	すみません、 細[こま]かいお 金[かね]がありません。	Sorry, I do not have small change.	細かいお金 = small change (register phrase). 細かい人 = detail-oriented (or nitpicky).	N3::day15 adj
濃い	濃[こ]い	こい	thick; dark; strong (taste, color)	i-adjective	adj	濃[こ]いコーヒーを 飲[の]むと 眠[ねむ]れなくなる。	If I drink strong coffee, I cannot sleep.	彼女[かのじょ]は 濃[こ]い 青[あお]のシャツを 着[き]ていた。	She was wearing a dark blue shirt.	この 店[みせ]の 味[あじ]は 少[すこ]し 濃[こ]い。	The flavors at this place are a bit strong.	Opposite: 薄い. Taste, color, coffee, fog (濃い霧) — one adjective.	N3::day15 adj
硬い	硬[かた]い	かたい	hard; stiff; formal	i-adjective	adj	この 肉[にく]は 硬[かた]くて 食[た]べにくい。	This meat is tough and hard to eat.	緊張[きんちょう]で 表情[ひょうじょう]が 硬[かた]くなっている。	His expression is stiff with nervousness.	そんなに 硬[かた]く 考[かんが]えなくてもいいよ。	You do not have to think about it so rigidly.	Kanji trio: 硬い (physically hard), 固い (firm/tight), 堅い (solid/reliable) — kanji-section favourite.	N3::day15 adj
柔らかい	柔[やわ]らかい	やわらかい	soft; tender; flexible	i-adjective	adj	この パンは 柔[やわ]らかくておいしい。	This bread is soft and delicious.	赤[あか]ちゃんの 肌[はだ]は 柔[やわ]らかい。	A baby's skin is soft.	彼[かれ]は 頭[あたま]が 柔[やわ]らかくて、いいアイデアを 出[だ]す。	He is flexible-minded and comes up with good ideas.	頭が柔らかい・硬い = flexible/rigid thinking. Also written 軟らかい.	N3::day15 adj
